doi,articleType,citationStyle,citationStringAnnotated
10.1016/s0140-6736(02)66885-0,3,0,"<author><family>Barnes</family>, <given>Robert</given></author> (<issued><year>1869</year></issued>) <title>â€œABORTION - MONGERS.â€</title> <container-title>The Lancet</container-title>, <volume>94</volume>(<issue>2406</issue>), p. <page>525</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0140-6736(02)66885-0</URL>"
10.1146/annurev.med.36.1.349,3,0,"<author><family>Price</family>, <given>D.</given></author> (<issued><year>1985</year></issued>) <title>â€œAlzheimerâ€™s Diseaseâ€</title>. <container-title>Annual Review of Medicine</container-title>, <volume>36</volume>(<issue>1</issue>), pp. <page>349â€“356</page>. [online] Available from: <URL>http://dx.doi.org/10.1146/annurev.med.36.1.349</URL>"
10.1093/jnci/67.4.791,3,0,"Anon (<issued><year>1981</year></issued>) <title>â€œNonspecific Inhibitory Activity of Soluble Human Colon Carcinoma Extracts: Tentative Mechanism of Action&lt;xref ref-type=""fn"" rid=""FN2""&rt;2&lt;/xref&rt;â€</title>. <container-title>JNCI: Journal of the National Cancer Institute</container-title>. [online] Available from: <URL>http://dx.doi.org/10.1093/jnci/67.4.791</URL>"
10.1016/s0197-0070(86)80219-4,3,0,"<author><family>Brookman</family>, <given>Richard R.</given></author> (<issued><year>1986</year></issued>) <container-title>Journal of Adolescent Health Care</container-title>, <volume>7</volume>(<issue>5</issue>), p. <page>372</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0197-0070(86)80219-4</URL>"
10.1039/b922230h,3,0,"<author><family>Zheng</family>, <given>Kezhi</given>, <family>Zhang</family>, <given>Daisheng</given>, <family>Zhao</family>, <given>Dan</given>, <family>Liu</family>, <given>Ning</given>, et al.</author> (<issued><year>2010</year></issued>) <title>â€œBright white upconversion emission from Yb3+, Er3+, and Tm3+-codoped Gd2O3 nanotubes.â€</title> <container-title>Physical Chemistry Chemical Physics</container-title>, <volume>12</volume>(<issue>27</issue>), p. <page>7620</page>. [online] Available from: <URL>http://dx.doi.org/10.1039/b922230h</URL>"
10.7199/ped.oncall.2018.18,3,0,"<author><family>Shah</family>, <given>Ira</given> and <family>Tolani</family>, <given>Drishti</given></author> (<issued><year>2018</year></issued>) <title>â€œInterstitial Pneumonia and Cytomegalovirus Infection in a 2 month old Child.â€</title> <container-title>Pediatric Oncall</container-title>, <volume>15</volume>(<issue>2</issue>). [online] Available from: <URL>http://dx.doi.org/10.7199/ped.oncall.2018.18</URL>"
10.1145/1963192.1963267,22,0,"<author><family>White</family>, <given>Ryen W.</given> and <family>Singla</family>, <given>Adish</given></author> (<issued><year>2011</year></issued>) <title>â€œFinding our way on the web,â€</title> in <container-title>Proceedings of the 20th international conference companion on World wide web - WWW â€™11</container-title>, <publisher>ACM Press</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1145/1963192.1963267</URL>"
10.1037/10815-004,7,0,"<author><family>Snow</family>, <given>A. J.</given></author> (n.d.) <title>â€œSubjective influences determining demand.,â€</title> in <container-title>Psychology in business relations.</container-title>, <publisher>A W Shaw Co</publisher>, pp. <page>47â€“59</page>. [online] Available from: <URL>http://dx.doi.org/10.1037/10815-004</URL>"
10.5507/bp.2013.024,3,0,"<author><family>Moranova</family>, <given>Zuzana</given>, <family>Virtudazo</family>, <given>Eric</given>, <family>Hricova</family>, <given>Kristyna</given>, <family>Ohkusu</family>, <given>Misako</given>, et al.</author> (<issued><year>2014</year></issued>) <title>â€œThe CRZ1/SP1-like gene links survival under limited aeration, cell integrity and biofilm formation in the pathogenic yeast Cryptococcus neoformans.â€</title> <container-title>Biomedical Papers</container-title>, <volume>158</volume>(<issue>2</issue>), pp. <page>212â€“220</page>. [online] Available from: <URL>http://dx.doi.org/10.5507/bp.2013.024</URL>"
10.5040/9781472599407.ch-004,7,0,"Anon (n.d.) <title>â€œDispersed Setdements in Medieval England: A Case Study of Pendock, Worcestershire,â€</title> in <container-title>Everyday Life in Medieval England</container-title>, <publisher>Bloomsbury Academic</publisher>. [online] Available from: <URL>http://dx.doi.org/10.5040/9781472599407.ch-004</URL>"
10.1080/00304949409458060,3,0,"<author><family>Mali</family>, <given>Raghao S.</given> and <family>Manekar-Tilve</family>, <given>Anita</given></author> (<issued><year>1994</year></issued>) <title>â€œUSEFUL SYNTHESES OF PYRANO- AND PYRIDOINDOLES.â€</title> <container-title>Organic Preparations and Procedures International</container-title>, <volume>26</volume>(<issue>5</issue>), pp. <page>573â€“577</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/00304949409458060</URL>"
10.1080/02665433.2014.921578,3,0,"<author><family>LeÃ£o Rego</family>, <given>Renato</given></author> (<issued><year>2014</year></issued>) <title>â€œImagining the model, designing the city: Planning diffusion in twentieth-century Brazil.â€</title> <container-title>Planning Perspectives</container-title>, <volume>29</volume>(<issue>4</issue>), pp. <page>557â€“569</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/02665433.2014.921578</URL>"
10.1002/bdrc.20139,3,0,"<author><family>Caterson</family>, <given>Edward J.</given> and <family>Caterson</family>, <given>Stephanie A.</given></author> (<issued><year>2008</year></issued>) <title>â€œRegeneration in medicine: A plastic surgeons â€˜tailâ€™ of disease, stem cells, and a possible futureâ€</title>. <container-title>Birth Defects Research Part C: Embryo Today: Reviews</container-title>, <volume>84</volume>(<issue>4</issue>), pp. <page>322â€“334</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/bdrc.20139</URL>"
10.1163/2214-8647_dnp_e214190,8,0,Anon (n.d.) <title>â€œBauplastik.â€</title> <container-title>Der Neue Pauly</container-title>. [online] Available from: <URL>http://dx.doi.org/10.1163/2214-8647_dnp_e214190</URL>
10.1007/s15006-015-3202-3,3,0,"<author><family>Schumacher</family>, <given>Beate</given></author> (<issued><year>2015</year></issued>) <title>â€œPneumokokkenimpfung im Umbruch.â€</title> <container-title>MMW - Fortschritte der Medizin</container-title>, <volume>157</volume>(<issue>11</issue>), pp. <page>25â€“25</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s15006-015-3202-3</URL>"
10.1016/0022-2364(74)90013-4,3,0,"<author><family>Dadok</family>, <given>Josef</given> and <family>Sprecher</family>, <given>Richard F</given></author> (<issued><year>1974</year></issued>) <title>â€œCorrelation NNW spectroscopy.â€</title> <container-title>Journal of Magnetic Resonance (1969)</container-title>, <volume>13</volume>(<issue>2</issue>), pp. <page>243â€“248</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0022-2364(74)90013-4</URL>"
10.1017/cbo9781139649551.009,7,0,"<author><family>Al-Mutairi</family>, <given>Fahad</given></author> (n.d.) <title>â€œReferences,â€</title> in <container-title>The Minimalist Program</container-title>, <publisher>Cambridge University Press</publisher>, pp. <page>197â€“209</page>. [online] Available from: <URL>http://dx.doi.org/10.1017/cbo9781139649551.009</URL>"
10.2307/2424453,3,0,"<author><family>Bell</family>, <given>David T.</given> and <family>Muller</family>, <given>Cornelius H.</given></author> (<issued><year>1973</year></issued>) <title>â€œDominance of California Annual Grasslands by Brassica nigra.â€</title> <container-title>American Midland Naturalist</container-title>, <volume>90</volume>(<issue>2</issue>), p. <page>277</page>. [online] Available from: <URL>http://dx.doi.org/10.2307/2424453</URL>"
10.4067/s0034-98872016001200007,3,0,"<author><family>Miranda C</family>, <given>Marcelo</given> and <family>Hudson A</family>, <given>Lorena</given></author> (<issued><year>2016</year></issued>) <title>â€œSÃ­ndrome de piernas inquietas (enfermedad de Willis-Ekbom): seguimiento a largo plazo de una serie de pacientes.â€</title> <container-title>Revista mÃ©dica de Chile</container-title>, <volume>144</volume>(<issue>12</issue>), pp. <page>1561â€“1566</page>. [online] Available from: <URL>http://dx.doi.org/10.4067/s0034-98872016001200007</URL>"
10.1111/ctr.12701,3,0,"<author><family>Sokai</family>, <given>Akihiko</given>, <family>Handa</family>, <given>Tomohiro</given>, <family>Chen</family>, <given>Fengshi</given>, <family>Tanizawa</family>, <given>Kiminobu</given>, et al.</author> (<issued><year>2016</year></issued>) <title>â€œSerial perfusion in native lungs in patients with idiopathic pulmonary fibrosis and other interstitial lung diseases after single lung transplantation.â€</title> <container-title>Clinical Transplantation</container-title>, <volume>30</volume>(<issue>4</issue>), pp. <page>407â€“414</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/ctr.12701</URL>"
10.1002/cbm.379,3,0,"<author><family>Mullen</family>, <given>Paul E.</given></author> (<issued><year>2001</year></issued>) <title>â€œIdentifying child molesters: preventing child sexual abuse by recognizing the patterns of the offenders. By Carla van Dam. Haworth Maltreatment and Trauma Press, Binghamton, New York, 2001.â€</title> <container-title>Criminal Behaviour and Mental Health</container-title>, <volume>11</volume>(<issue>2</issue>), pp. <page>120â€“121</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/cbm.379</URL>"
10.4103/jrms.jrms_507_18,3,0,"<author><family>Javanmard</family>, <given>ShaghayeghHaghjooy</given>, <family>Zare</family>, <given>Nasrin</given>, <family>Eskandari</family>, <given>Nahid</given> and <family>Mehrzad</family>, <given>Valiollah</given></author> (<issued><year>2019</year></issued>) <title>â€œThe expression level of hsa-miR-146a-5p in plasma-derived exosomes of patients with diffuse large B-cell lymphoma.â€</title> <container-title>Journal of Research in Medical Sciences</container-title>, <volume>24</volume>(<issue>1</issue>), p. <page>10</page>. [online] Available from: <URL>http://dx.doi.org/10.4103/jrms.jrms_507_18</URL>"
10.1007/s00108-012-3075-9,3,0,"<author><family>Heinrich</family>, <given>E.</given>, <family>Gutberlet</family>, <given>K.</given> and <family>Ockenga</family>, <given>J.</given></author> (<issued><year>2012</year></issued>) <title>â€œ38-jÃ¤hrige Patientin mit Gastroenteritis und ungewÃ¶hnlichen Leberherden.â€</title> <container-title>Der Internist</container-title>, <volume>53</volume>(<issue>8</issue>), pp. <page>990â€“994</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s00108-012-3075-9</URL>"
10.1182/blood-2015-06-648089,3,0,"<author><family>Kreuziger</family>, <given>L. B.</given></author> (<issued><year>2015</year></issued>) <title>â€œBalancing bleeding in brain metastases.â€</title> <container-title>Blood</container-title>, <volume>126</volume>(<issue>4</issue>), pp. <page>432â€“433</page>. [online] Available from: <URL>http://dx.doi.org/10.1182/blood-2015-06-648089</URL>"
10.1002/jlac.18731650204,3,0,"<author><family>Ludwig</family>, <given>C.</given></author> (<issued><year>1873</year></issued>) <title>â€œUeber die chemische Formel des Epidots.â€</title> <container-title>Justus Liebigâ€™s Annalen der Chemie und Pharmacie</container-title>, <volume>165</volume>(<issue>2</issue>), pp. <page>217â€“228</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/jlac.18731650204</URL>"
10.1016/0022-2860(76)85058-2,3,0,"<author><family>Conte</family>, <given>M.</given>, <family>Lafon</family>, <given>J.</given>, <family>Avignon</family>, <given>T.</given> and <family>Metzger</family>, <given>J.</given></author> (<issued><year>1976</year></issued>) <title>â€œApplication des champs de forces du thiazole et du benzene aux monophÃ©nyl-thiazoles. utilisationÃ la dÃ©termination des angles diÃ¨dres.â€</title> <container-title>Journal of Molecular Structure</container-title>, <volume>30</volume>(<issue>1</issue>), pp. <page>169â€“180</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0022-2860(76)85058-2</URL>"
10.2307/2372205,3,0,"Anon (<issued><year>1948</year></issued>) <title>â€œErrata to the Paper of L. Fejes Toth.â€</title> <container-title>American Journal of Mathematics</container-title>, <volume>70</volume>(<issue>3</issue>), p. <page>680</page>. [online] Available from: <URL>http://dx.doi.org/10.2307/2372205</URL>"
10.11648/j.ajee.20140203.12,3,0,"<author><family>Ayaa</family>, <given>F.</given></author> (<issued><year>2014</year></issued>) <title>â€œDesign and Computational Fluid Dynamic Modeling of a Municipal Solid Waste Incinerator for Kampala City, Uganda.â€</title> <container-title>American Journal of Energy Engineering</container-title>, <volume>2</volume>(<issue>3</issue>), p. <page>80</page>. [online] Available from: <URL>http://dx.doi.org/10.11648/j.ajee.20140203.12</URL>"
10.1515/9783110904000.31,7,0,"<author><family>KATZ</family>, <given>RICHARD S.</given></author> (n.d.) <title>â€œChapter II Party Government: A Rationalistic Conception,â€</title> in <container-title>The Future of Party Government, Volume 1, Visions and Realities of Party Government</container-title>, <publisher>DE GRUYTER</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1515/9783110904000.31</URL>"
10.1080/01463378709369694,3,0,"Anon (<issued><year>1987</year></issued>) <title>â€œEditorâ€™s pageâ€</title>. <container-title>Communication Quarterly</container-title>, <volume>35</volume>(<issue>4</issue>), pp. <page>1â€“3</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/01463378709369694</URL>"
10.17586/0021-3454-2018-61-1-41-46,3,0,"<author><family>Ogolyuk</family>, <given>A.A.</given> and <family>Shabalin</family>, <given>A.V.</given></author> (<issued><year>2018</year></issued>) <title>â€œAnalysis of remote access safety using the Intel Management Engine.â€</title> <container-title>IzvestiÃ¢ vysÅ¡ih uÄebnyh zavedenij. Priborostroenie</container-title>, pp. <page>41â€“46</page>. [online] Available from: <URL>http://dx.doi.org/10.17586/0021-3454-2018-61-1-41-46</URL>"
10.1080/09654313.2012.665040,3,0,"<author><family>Randelli</family>, <given>Filippo</given> and <family>Boschma</family>, <given>Ron</given></author> (<issued><year>2012</year></issued>) <title>â€œDynamics of Industrial Districts and Business Groups: The Case of the Marche Region.â€</title> <container-title>European Planning Studies</container-title>, <volume>20</volume>(<issue>12</issue>), pp. <page>1961â€“1974</page>. [online] Available from: <URL>http://dx.doi.org/10.1080/09654313.2012.665040</URL>"
10.1016/0031-9384(69)90184-x,3,0,"<author><family>Poschel</family>, <given>B.P.H.</given></author> (<issued><year>1969</year></issued>) <title>â€œMapping of rat brain for self-stimulation under monoamine oxidase blockade.â€</title> <container-title>Physiology & Behavior</container-title>, <volume>4</volume>(<issue>3</issue>), pp. <page>325â€“331</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0031-9384(69)90184-x</URL>"
10.1109/ms.2018.111094748,3,0,"<author><family>Schermann</family>, <given>Gerald</given>, <family>Cito</family>, <given>Jurgen</given> and <family>Leitner</family>, <given>Philipp</given></author> (<issued><year>2018</year></issued>) <title>â€œContinuous Experimentation: Challenges, Implementation Techniques, and Current Research.â€</title> <container-title>IEEE Software</container-title>, <volume>35</volume>(<issue>2</issue>), pp. <page>26â€“31</page>. [online] Available from: <URL>http://dx.doi.org/10.1109/ms.2018.111094748</URL>"
10.1002/star.19910430606,3,0,"<author><family>Larsson</family>, <given>Ingela</given> and <family>Eliasson</family>, <given>Ann-Charlotte</given></author> (<issued><year>1991</year></issued>) <title>â€œAnnealing of Starch at an Intermediate Water Content.â€</title> <container-title>Starch - StÃ¤rke</container-title>, <volume>43</volume>(<issue>6</issue>), pp. <page>227â€“231</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/star.19910430606</URL>"
10.1149/06101.0307ecst,3,0,"<author><family>Zhang</family>, <given>H.</given>, <family>Suresh</family>, <given>A.</given>, <family>Carter</family>, <given>C. B.</given> and <family>Wilhite</family>, <given>B. A.</given></author> (<issued><year>2014</year></issued>) <title>â€œElectrochemical, Catalytic and O2-Permeation Studies of Iron-Doped Barium Zirconates for Membrane Reactor Applications.â€</title> <container-title>ECS Transactions</container-title>, <volume>61</volume>(<issue>1</issue>), pp. <page>307â€“318</page>. [online] Available from: <URL>http://dx.doi.org/10.1149/06101.0307ecst</URL>"
10.1177/026921559701100406,3,0,"<author><family>Lewis</family>, <given>M Heim</given>, <family>Yaacobi</family>, <given>E.</given> and <family>Azaria</family>, <given>M.</given></author> (<issued><year>1997</year></issued>) <title>â€œA pilot study to determine the efficiency of lightweight carbon fibre orthoses in the management of patients suffering from post-poliomyelitis syndrome.â€</title> <container-title>Clinical Rehabilitation</container-title>, <volume>11</volume>(<issue>4</issue>), pp. <page>302â€“305</page>. [online] Available from: <URL>http://dx.doi.org/10.1177/026921559701100406</URL>"
10.5840/ntuphilreview2009375,3,0,"(<issued><year>2009</year></issued>) <title>â€œå…±æ„Ÿèˆ‡è¶…æ„Ÿæ€§è€…ï¼šé‘‘è³žåˆ¤æ–·çš„è¦ç¯„æ€§.â€</title> <container-title>NTU Philosophical Review</container-title>, (<issue>37</issue>), pp. <page>43â€“119</page>. [online] Available from: <URL>http://dx.doi.org/10.5840/ntuphilreview2009375</URL>"
10.1007/bf01043554,3,0,"<author><family>Derendyaev</family>, <given>N. V.</given></author> (<issued><year>1976</year></issued>) <title>â€œJet flow of a conducting fluid in a powerful longitudinal magnetic field.â€</title> <container-title>Radiophysics and Quantum Electronics</container-title>, <volume>19</volume>(<issue>6</issue>), pp. <page>672â€“673</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/bf01043554</URL>"
10.1002/chin.201401233,3,0,"<author><family>van Slageren</family>, <given>J.</given></author> (<issued><year>2013</year></issued>) <title>â€œChemInform Abstract: New Directions in Electron Paramagnetic Resonance Spectroscopy on Molecular Nanomagnets.â€</title> <container-title>ChemInform</container-title>, <volume>45</volume>(<issue>1</issue>), p. <page>no-no</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/chin.201401233</URL>"
10.1134/s1070363212090307,3,0,"<author><family>Sokolov</family>, <given>V. B.</given> and <family>Aksinenko</family>, <given>A. Yu.</given></author> (<issued><year>2012</year></issued>) <title>â€œN-(2,6-Dioxacyclohexyl)-2,2,2-triflouoro-1-trifluoromethylethylamides in cyclocondensation with primary amines.â€</title> <container-title>Russian Journal of General Chemistry</container-title>, <volume>82</volume>(<issue>9</issue>), pp. <page>1603â€“1606</page>. [online] Available from: <URL>http://dx.doi.org/10.1134/s1070363212090307</URL>"
10.1007/s11356-015-4843-6,3,0,"<author><family>Bakhtiari</family>, <given>Amir Abbas</given>, <family>Hematian</family>, <given>Amir</given> and <family>Sharifi</family>, <given>Azin</given></author> (<issued><year>2015</year></issued>) <title>â€œEnergy analyses and greenhouse gas emissions assessment for saffron production cycle.â€</title> <container-title>Environmental Science and Pollution Research</container-title>, <volume>22</volume>(<issue>20</issue>), pp. <page>16184â€“16201</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s11356-015-4843-6</URL>"
10.1086/361485,3,0,"<author><family>Shorey</family>, <given>Paul</given></author> (<issued><year>1932</year></issued>) <title>â€œThe Rhetoric of Aristotle. Lane Cooper.â€</title> <container-title>Classical Philology</container-title>, <volume>27</volume>(<issue>2</issue>), pp. <page>208â€“209</page>. [online] Available from: <URL>http://dx.doi.org/10.1086/361485</URL>"
10.4067/s0718-34022011000300009,3,0,"<author><family>SÃ¡nchez GonzÃ¡lez</family>, <given>Diego</given></author> (<issued><year>2011</year></issued>) <title>â€œPeligrosidad y exposiciÃ³n a los ciclones tropicales en ciudades del Golfo de MÃ©xico: El caso de Tampico.â€</title> <container-title>Revista de geografÃ­a Norte Grande</container-title>, (<issue>50</issue>), pp. <page>151â€“170</page>. [online] Available from: <URL>http://dx.doi.org/10.4067/s0718-34022011000300009</URL>"
10.1186/1756-0500-6-544,3,0,"<author><family>Arsenault</family>, <given>Jason</given> and <family>Oâ€™Brien</family>, <given>John A</given></author> (<issued><year>2013</year></issued>) <title>â€œOptimized heterologous transfection of viable adult organotypic brain slices using an enhanced gene gun.â€</title> <container-title>BMC Research Notes</container-title>, <volume>6</volume>(<issue>1</issue>). [online] Available from: <URL>http://dx.doi.org/10.1186/1756-0500-6-544</URL>"
10.1111/hepr.13220,3,0,"<author><family>Lv</family>, <given>Yufeng</given>, <family>Wei</family>, <given>Wenhao</given>, <family>Huang</family>, <given>Zhong</given>, <family>Chen</family>, <given>Zhichao</given>, et al.</author> (<issued><year>2018</year></issued>) <title>â€œLong non-coding RNA expression profile can predict early recurrence in hepatocellular carcinoma after curative resection.â€</title> <container-title>Hepatology Research</container-title>, <volume>48</volume>(<issue>13</issue>), pp. <page>1140â€“1148</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/hepr.13220</URL>"
10.1017/cts.2017.296,3,0,"<author><family>Larson</family>, <given>Elaine L.</given>, <family>Teller</family>, <given>Alan</given>, <family>Aguirre</family>, <given>Alejandra N.</given>, <family>Jackson</family>, <given>Jhia</given> and <family>Meyer</family>, <given>Dodi</given></author> (<issued><year>2017</year></issued>) <title>â€œAssessing usefulness and researcher satisfaction with consent form templates.â€</title> <container-title>Journal of Clinical and Translational Science</container-title>, <volume>1</volume>(<issue>04</issue>), pp. <page>256â€“259</page>. [online] Available from: <URL>http://dx.doi.org/10.1017/cts.2017.296</URL>"
10.1007/s12257-018-0169-9,3,0,"<author><family>Venkatesan</family>, <given>Jayachandran</given>, <family>Rekha</family>, <given>P. D.</given>, <family>Anil</family>, <given>Sukumaran</given>, <family>Bhatnagar</family>, <given>Ira</given>, et al.</author> (<issued><year>2018</year></issued>) <title>â€œHydroxyapatite from Cuttlefish Bone: Isolation, Characterizations, and Applications.â€</title> <container-title>Biotechnology and Bioprocess Engineering</container-title>, <volume>23</volume>(<issue>4</issue>), pp. <page>383â€“393</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s12257-018-0169-9</URL>"
10.3747/co.v18i6.1000,3,0,"<author><family>Oncology</family>, <given>Current</given></author> (<issued><year>2011</year></issued>) <title>â€œE-manuscript article summaries.â€</title> <container-title>Current Oncology</container-title>, <volume>18</volume>(<issue>6</issue>). [online] Available from: <URL>http://dx.doi.org/10.3747/co.v18i6.1000</URL>"
10.3109/9781435626294-1,42,0,"Anon (<issued><year>2007</year></issued>) <title>â€œFront Matter.â€</title> <container-title>Interventional Ultrasound of the Breast</container-title>, pp. <page>iâ€“xi</page>. [online] Available from: <URL>http://dx.doi.org/10.3109/9781435626294-1</URL>"
10.1016/b978-0-08-100754-9.00005-2,7,0,"<author><family>Fountain</family>, <given>J.</given> and <family>Zhu</family>, <given>M.</given></author> (<issued><year>2017</year></issued>) <title>â€œYoung Chinese Consumersâ€™ Wine Socialization, Current Wine Behavior and Perceptions of Wineâ€</title>, in <container-title>The Wine Value Chain in China</container-title>, <publisher>Elsevier</publisher>, pp. <page>63â€“79</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/b978-0-08-100754-9.00005-2</URL>"
10.5860/choice.27-2569,3,0,"Anon (<issued><year>1990</year></issued>) <title>â€œThird solitudes: tradition and discontinuity in Jewish-Canadian literature.â€</title> <container-title>Choice Reviews Online</container-title>, <volume>27</volume>(<issue>05</issue>), pp. <page>27-2569-27â€“2569</page>. [online] Available from: <URL>http://dx.doi.org/10.5860/choice.27-2569</URL>"
10.1097/00000542-200207000-00054,3,0,"<author><family>Turnbull</family>, <given>David K.</given> and <family>Mills</family>, <given>Gary H.</given></author> (<issued><year>2002</year></issued>) <title>â€œPneumatic Compression Boots, Lithotomy Stirrups, and Lower Limb Compartment Syndrome.â€</title> <container-title>Anesthesiology</container-title>, <volume>97</volume>(<issue>1</issue>), pp. <page>284â€“285</page>. [online] Available from: <URL>http://dx.doi.org/10.1097/00000542-200207000-00054</URL>"
10.1002/ange.19290422016,3,0,"Anon (<issued><year>1929</year></issued>) <title>â€œPersonal- und Hochschulnachrichten.â€</title> <container-title>Zeitschrift fÃ¼r Angewandte Chemie</container-title>, <volume>42</volume>(<issue>20</issue>), pp. <page>538â€“538</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/ange.19290422016</URL>"
10.1016/s0074-7696(08)60917-1,7,0,"Anon (<issued><year>1999</year></issued>) <title>â€œSeries Editors,â€</title> in <container-title>International Review of Cytology</container-title>, <publisher>Elsevier</publisher>, p. <page>ii</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0074-7696(08)60917-1</URL>"
10.1016/j.annpat.2008.08.008,3,0,"Anon (<issued><year>2008</year></issued>) <title>â€œSÃ©ance plÃ©niÃ¨re de communications orales de la SFP â€“mercredi 19novembre 2008.â€</title> <container-title>Annales de Pathologie</container-title>, <volume>28</volume>(<issue>1</issue>), pp. <page>S140â€“S142</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/j.annpat.2008.08.008</URL>"
10.1007/s10934-014-9803-x,3,0,"<author><family>Mobinikhaledi</family>, <given>Akbar</given>, <family>Zendehdel</family>, <given>Mojgan</given> and <family>Safari</family>, <given>Parvin</given></author> (<issued><year>2014</year></issued>) <title>â€œPreparation and characterization of a novel host (zeolite NaY)/guest (copper(II) complex of a new bidentate Schiff base ligand) nanocomposite material (HGNM): a comparison between catalytic reactivity of free and encapsulated complexes in oxidation of benzyl alcohol and aldol condensation.â€</title> <container-title>Journal of Porous Materials</container-title>, <volume>21</volume>(<issue>5</issue>), pp. <page>565â€“577</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s10934-014-9803-x</URL>"
10.4000/tem.4259,3,0,"<author><family>Chlous</family>, <given>FrÃ©dÃ©rique</given> and <family>Martin-Brelot</family>, <given>HÃ©lÃ¨ne</given></author> (<issued><year>2017</year></issued>) <title>â€œProduction, statuts et circulation de connaissances hÃ©tÃ©rogÃ¨nes dans la gestion des risques cÃ´tiers.â€</title> <container-title>Territoire en mouvement</container-title>, (<issue>35</issue>). [online] Available from: <URL>http://dx.doi.org/10.4000/tem.4259</URL>"
10.5354/0365-7779.2005.898,3,0,"<author><family>LÃ³pez</family>, <given>Ricardo</given></author> (<issued><year>2010</year></issued>) <title>â€œLa baÃ±era de ArquÃ­medes y otras historias del descubrimiento cientÃ­fico: el arte del pensamiento creativo. Perkins, David. Barcelona, PaidÃ³s, 2003:302.â€</title> <container-title>Anales de la Universidad de Chile</container-title>, <volume>0</volume>(<issue>17</issue>). [online] Available from: <URL>http://dx.doi.org/10.5354/0365-7779.2005.898</URL>"
10.1007/s10165-003-0261-6,3,0,"<author><family>Matsushita</family>, <given>Tetsunao</given>, <family>Fukuda</family>, <given>Kanji</given>, <family>Yamamoto</family>, <given>Hironori</given>, <family>Yamazaki</family>, <given>Kenji</given>, et al.</author> (<issued><year>2004</year></issued>) <title>â€œEffect of ebselen, a scavenger of reactive oxygen species, on chondrocyte metabolism.â€</title> <container-title>Modern Rheumatology</container-title>, <volume>14</volume>(<issue>1</issue>), pp. <page>25â€“30</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s10165-003-0261-6</URL>"
10.4158/ep.14.2.251,3,0,"Anon (<issued><year>2008</year></issued>) <title>â€œLetters to the Editor.â€</title> <container-title>Endocrine Practice</container-title>, <volume>14</volume>(<issue>2</issue>), pp. <page>251â€“253</page>. [online] Available from: <URL>http://dx.doi.org/10.4158/ep.14.2.251</URL>"
10.1016/s0379-6779(97)81081-8,3,0,"<author><family>Koutselas</family>, <given>I.B.</given>, <family>Mitzi</family>, <given>D.B.</given>, <family>Papavassiliou</family>, <given>G.C.</given>, <family>Papaioannou</family>, <given>G.J.</given> and <family>Krautscheid</family>, <given>H.</given></author> (<issued><year>1997</year></issued>) <title>â€œOptical and related properties of natural one-dimensional semiconductors based on PbI and SnI units.â€</title> <container-title>Synthetic Metals</container-title>, <volume>86</volume>(<issue>1â€“3</issue>), pp. <page>2171â€“2172</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0379-6779(97)81081-8</URL>"
10.1039/b314742h,3,0,"<author><family>Dardonville</family>, <given>Christophe</given>, <family>Jimeno</family>, <given>Marï¿½a Luisa</given>, <family>Alkorta</family>, <given>Ibon</given> and <family>Elguero</family>, <given>Josï¿½</given></author> (<issued><year>2004</year></issued>) <title>â€œHomoheteroaromaticity: the case study of azepine and dibenzazepineElectronic supplementary information (ESI) available: absolute chemical shieldings calculated at the B3LYP/6-311++G**//B3LYP/6-311++G** computational level for compounds 1b, 2b, 4b and 5b. See http://www.rsc.org/suppdata/ob/b3/b314742h/.â€</title> <container-title>Organic &  Biomolecular Chemistry</container-title>, <volume>2</volume>(<issue>11</issue>), p. <page>1587</page>. [online] Available from: <URL>http://dx.doi.org/10.1039/b314742h</URL>"
